slug,nomor,tahun,tentang,source_url,pdf_url,local_pdf_path
perppu-no-54-tahun-1960,54,1960,"PENARIKAN KEMBALI ""ORDONANSI PAJAK UPAH"" (STAATSBLAD 1934 NO. 611) SEBAGAIMANA TELAH DIUBAH DAN DITAMBAH TERAKHIR DENGAN PERATURAN PEMERINTAH PENGGANTI UNDANG-UNDANG NO. 24 TAHUN 1959",https://peraturan.go.id/id/perppu-no-54-tahun-1960,NO_PDF,
perppu-no-55-tahun-1960,55,1960,PENYEMPURNAAN ORDONANSI PAJAK PENDAPATAN 1944,https://peraturan.go.id/id/perppu-no-55-tahun-1960,NO_PDF,
perppu-no-56-tahun-1960,56,1960,PENETAPAN LUAS TANAH PERTANIAN,https://peraturan.go.id/id/perppu-no-56-tahun-1960,NO_PDF,
perppu-no-6-tahun-1960,6,1960,PENETAPAN ANGGARAN PENDAPATAN DAN BELANJA DARI REPUBLIK INDONESIA UNTUK TAHUN 1960,https://peraturan.go.id/id/perppu-no-6-tahun-1960,https://peraturan.go.id/files/PERPUNomor6Tahun1960.pdf,
perppu-no-7-tahun-1960,7,1960,"PENETAPAN BAGIAN-BAGIAN PERUSAHAAN NEGARA BERDASARKAN I.B.W., DARI ANGGARAN REPUBLIK INDONESIA UNTUK TAHUN 1960",https://peraturan.go.id/id/perppu-no-7-tahun-1960,https://peraturan.go.id/files/PERPUNomor7Tahun1960.pdf,
perppu-no-8-tahun-1960,8,1960,MENGUBAH DAN MENAMBAH UNDANG-UNDANG TENTANG PENETAPAN ANGGARAN BELANJA DAN SUMBER-SUMBER PENDAPATAN REPUBLIK INDONESIA UNTUK TAHUN DINAS 1959,https://peraturan.go.id/id/perppu-no-8-tahun-1960,https://peraturan.go.id/files/PERPUNomor8Tahun1960.pdf,
perppu-no-9-tahun-1960,9,1960,MENGUBAH DAN MENAMBAH UNDANG-UNDANG TENTANG PENETAPAN ANGGARAN PERUSAHAAN-PERUSAHAAN I.B.W DARI ANGGARAN REPUBLIK INDONESIA UNTUK TAHUN DINAS 1959,https://peraturan.go.id/id/perppu-no-9-tahun-1960,https://peraturan.go.id/files/PERPUNomor9Tahun1960.pdf,
perppu-no-1-tahun-1961,1,1961,BARANG,https://peraturan.go.id/id/perppu-no-1-tahun-1961,NO_PDF,
perppu-no-1-tahun-1962,1,1962,PEMANGGILAN DAN PENGERAHAN SEMUA WARGA NEGARA RANGKA MOBILISASI UMUM UNTUK KEPENTINGAN KEAMANAN DAN PERTAHANAN NEGARA,https://peraturan.go.id/id/perppu-no-1-tahun-1962,NO_PDF,
perppu-no-10-tahun-1962,10,1962,PENCABUTAN UNDANG-UNDANG KRISIS IMPOR 1933,https://peraturan.go.id/id/perppu-no-10-tahun-1962,NO_PDF,
perppu-no-11-tahun-1962,11,1962,PEMUNGUTAN SUMBANGAN WAJIB ISTIMEWA ATAS BEBERAPA JENIS BARANG,https://peraturan.go.id/id/perppu-no-11-tahun-1962,NO_PDF,
perppu-no-12-tahun-1962,12,1962,KETENTUAN DIBIDANG FISKAL MENGENAI PEMBAYARAN SUMBANGAN WAJIB ISTIMEWA,https://peraturan.go.id/id/perppu-no-12-tahun-1962,NO_PDF,
perppu-no-13-tahun-1962,13,1962,SUMBANGAN WAJIB ISTIMEWA TAHUN 1962 ATAS KENDARAAN BERMOTOR,https://peraturan.go.id/id/perppu-no-13-tahun-1962,NO_PDF,
perppu-no-14-tahun-1962,14,1962,SUMBANGAN WAJIB ISTIMEWA ATAS KENDARAAN BERMOTOR YANG DIIMPOR KE DALAM DAERAH PABEAN INDONESIA,https://peraturan.go.id/id/perppu-no-14-tahun-1962,NO_PDF,
perppu-no-15-tahun-1962,15,1962,"PENEGASAN DARI PASAL 16 AJAT (6) UNDANG-UNDANG NO. 7 DRT TAHUN 1955 (LEMBARAN-NEGARA TAHUN 1955 NO. 27) TENTANG PENGUSUTAN, PENUNTUTAN DAN PERADILAN TINDAK PIDANA EKONOMI",https://peraturan.go.id/id/perppu-no-15-tahun-1962,NO_PDF,
perppu-no-16-tahun-1962,16,1962,SUMBANGAN WAJIB ISTIMEWA TAHUN 1962 ATAS BANGUNAN,https://peraturan.go.id/id/perppu-no-16-tahun-1962,NO_PDF,
perppu-no-17-tahun-1962,17,1962,PERUBAHAN DAN TAMBAHAN UNDANG-UNDANG NO. 21 PRP TAHUN 1960 TENTANG BANK PEMBANGUNAN INDONESIA,https://peraturan.go.id/id/perppu-no-17-tahun-1962,NO_PDF,
perppu-no-2-tahun-1962,2,1962,KEWAJIBAN PERUSAHAAN MINYAK MEMENUHI KEBUTUHAN DALAM NEGERI,https://peraturan.go.id/id/perppu-no-2-tahun-1962,NO_PDF,
perppu-no-3-tahun-1962,3,1962,PENERIMAAN DAN PENGGUNAAN WARGA-NEGARA ASING YANG DENGAN SUKARELA TURUT-SERTA DALAM PERUJUANGAN PEMBEBASAN IRIAN BARAT,https://peraturan.go.id/id/perppu-no-3-tahun-1962,NO_PDF,
perppu-no-4-tahun-1962,4,1962,PENGESAHAN PERJANJIAN KARYA ANTARA PERUSAHAAN NEGARA 	PERTAMIN DAN AN AMERICAN INTERNATIONAL OIL CO. UNTUK DIRI SENDIRI DAN ATAS NAMA PAN AMERICAN INTERNATIONAL OIL CO,https://peraturan.go.id/id/perppu-no-4-tahun-1962,NO_PDF,
perppu-no-5-tahun-1962,5,1962,PERUSAHAAN DAERAH,https://peraturan.go.id/id/perppu-no-5-tahun-1962,NO_PDF,
perppu-no-6-tahun-1962,6,1962,POKOK-POKOK PERUMAHAN,https://peraturan.go.id/id/perppu-no-6-tahun-1962,NO_PDF,
perppu-no-7-tahun-1962,7,1962,PENGGUNAAN DAN PENGAWASAN ATAS PENGGUNAAN 	DANA-DANA INVESTASI,https://peraturan.go.id/id/perppu-no-7-tahun-1962,NO_PDF,
perppu-no-8-tahun-1962,8,1962,PERDAGANGAN BARANG-BARANG DALAM PENGAWASAN,https://peraturan.go.id/id/perppu-no-8-tahun-1962,NO_PDF,
perppu-no-9-tahun-1962,9,1962,PENGENDALIAN HARGA,https://peraturan.go.id/id/perppu-no-9-tahun-1962,NO_PDF,
perppu-no-1-tahun-1963,1,1963,PELUNASAN CUKAI TEMBAKAU OLEH PERUSAHAAN-PERUSAHAAN HASIL TEMBAKAU DAN PENGELUARAN HASIL-HASIL TEMBAKAU DARI PERUSAHAAN-PERUSAHAAN ITU KEDALAM PEREDARAN BEBAS (DISEMPURNAKAN),https://peraturan.go.id/id/perppu-no-1-tahun-1963,https://peraturan.go.id/files/perpu1-1963.pdf,data/pdfs/perppu/perppu-no-1-tahun-1963.pdf
perppu-no-2-tahun-1963,2,1963,PELAKSANAAN DEKLARASI EKONOMI DI BIDANG PEMBIAYAAN IMPOR DAN EKSPOR,https://peraturan.go.id/id/perppu-no-2-tahun-1963,https://peraturan.go.id/files/perpu2-1963.pdf,data/pdfs/perppu/perppu-no-2-tahun-1963.pdf
perppu-no-3-tahun-1963,3,1963,"PERUBAHAN UNDANG-UNDANG NO. 4 PRP TAHUN 1959 DAN PENCABUTAN UNDANG-UNDANG NO. 32 PRP TAHUN 1960 DAN UNDANG-UNDANG NO. 34 PRP TAHUN 1960 (LEMBARAN NEGARA TAHUN 1959 NO. 91, LEMBARAN NEGARA TAHUN 1960 NO. 92 DAN LEMBARAN NEGARA TAHUN 1960 NO. 94)",https://peraturan.go.id/id/perppu-no-3-tahun-1963,https://peraturan.go.id/files/perpu3-1963.pdf,data/pdfs/perppu/perppu-no-3-tahun-1963.pdf
perppu-no-4-tahun-1963,4,1963,PERUBAHAN DAN TAMBAHAN UNDANG-UNDANG NO. 36 TAHUN 1953 TENTANG BANK TABUNGAN POS (LEMBARAN NEGARA TAHUN 1953 NO. 86),https://peraturan.go.id/id/perppu-no-4-tahun-1963,https://peraturan.go.id/files/Perpu4-1963.pdf,data/pdfs/perppu/perppu-no-4-tahun-1963.pdf
perppu-no-5-tahun-1963,5,1963,SURAT HUTANG LANDREFORM,https://peraturan.go.id/id/perppu-no-5-tahun-1963,https://peraturan.go.id/files/perpu5-1963.pdf,data/pdfs/perppu/perppu-no-5-tahun-1963.pdf
perppu-no-6-tahun-1963,6,1963,TELEKOMUNIKASI,https://peraturan.go.id/id/perppu-no-6-tahun-1963,https://peraturan.go.id/files/perpu6-1963.pdf,data/pdfs/perppu/perppu-no-6-tahun-1963.pdf
perppu-no-7-tahun-1963,7,1963,BADAN PEMERIKSA KEUANGAN,https://peraturan.go.id/id/perppu-no-7-tahun-1963,https://peraturan.go.id/files/perpu7-1963.pdf,data/pdfs/perppu/perppu-no-7-tahun-1963.pdf
perppu-no-8-tahun-1963,8,1963,PEMASUKAN DAERAH TINGKAT II KEPULAUAN RIAU KE DALAM DAERAH PABEAN INDONESIA,https://peraturan.go.id/id/perppu-no-8-tahun-1963,https://peraturan.go.id/files/perpu8-1963.pdf,data/pdfs/perppu/perppu-no-8-tahun-1963.pdf
perppu-no-9-tahun-1963,9,1963,PENANGGUHAN PELAKSANAAN PEMUNGUTAN BEA-BEA DAN CUKAI-CUKAI DI DAERAH TINGKAT II KEPULAUAN RIAU,https://peraturan.go.id/id/perppu-no-9-tahun-1963,https://peraturan.go.id/files/perpu9-1963.pdf,data/pdfs/perppu/perppu-no-9-tahun-1963.pdf
perppu-no-1-tahun-1964,1,1964,"PERUBAHAN DAN TAMBAHAN UNDANG-UNDANG NO. 21 TAHUN 1959, TENTANGPENETAPAN UNDANG-UNDANG DARURAT NO. 7 TAHUN 1958, TENTANGPENGGANTIAN PERATURAN TENTANG BINTANG GERILYA SEBAGAI TERMAKTUB DALAM PERATURAN PEMERINTAH NO. 8 TAHUN 1949 (LEMBARAN-NEGARA TAHUN",https://peraturan.go.id/id/perppu-no-1-tahun-1964,NO_PDF,
perppu-no-2-tahun-1964,2,1964,PEMBENTUKAN DAERAH TINGKAT I SULAWESI TENGAH DAN DAERAHTINGKAT I SULAWESI TENGGARA DENGAN MENGUBAH UNDANG-UNDANG NO. 47 PRP TAHUN 1960 TENTANG PEMBENTUKAN DAERAH TINGKAT I SULAWESI UTARA-TENGAH DAN DAERAH TINGKAT I SULAWESI SELATAN-TENGGARA,https://peraturan.go.id/id/perppu-no-2-tahun-1964,NO_PDF,
perppu-no-3-tahun-1964,3,1964,PEMBENTUKAN DAERAH TINGKAT I LAMPUNG DENGAN MENGUBAH UNDANG-UNDANG NO. 25 TAHUN 1959 TENTANG PEMBENTUKAN DAERAH TINGKAT I SUMATERA SELATAN,https://peraturan.go.id/id/perppu-no-3-tahun-1964,NO_PDF,
perppu-no-4-tahun-1964,4,1964,PEMBENTUKAN DAERAH TINGKAT II DAIRI DENGAN MENGUBAH UNDANG-UNDANG NO. 7 DRT. 1956 TENTANG PEMBENTUKAN DAERAH OTONOM KABUPATEN DI PROPINSI SUMATERA UTARA,https://peraturan.go.id/id/perppu-no-4-tahun-1964,NO_PDF,
perppu-no-5-tahun-1964,5,1964,NILAI TRANSAKSI RUPIAH DAN PEMBEBASAN ATAS IMPOR,https://peraturan.go.id/id/perppu-no-5-tahun-1964,NO_PDF,
perppu-no-6-tahun-1964,6,1964,BADAN PEMERIKSA KEUANGAN,https://peraturan.go.id/id/perppu-no-6-tahun-1964,NO_PDF,
perppu-no-1-tahun-1965,1,1965,PERUBAHAN/PENAMBAHAN UNDANG-UNDANG NO.7 TAHUN 1960 (LEMBARAN-NEGARA TAHUN 1960 NO.109),https://peraturan.go.id/id/perppu-no-1-tahun-1965,NO_PDF,
perppu-no-2-tahun-1965,2,1965,KEBIJAKSANAAN PENERIMAAN NEGARA TAHUN 1966,https://peraturan.go.id/id/perppu-no-2-tahun-1965,NO_PDF,
perppu-no-1-tahun-1968,1,1968,TANDA KEHORMATAN BINTANG KARTIKA EKA PAKCI,https://peraturan.go.id/id/perppu-no-1-tahun-1968,NO_PDF,
perppu-no-1-tahun-1969,1,1969,BENTUK-BENTUK USAHA NEGARA,https://peraturan.go.id/id/perppu-no-1-tahun-1969,NO_PDF,
perppu-no-1-tahun-1971,1,1971,PENCABUTAN UNDANG-UNDANG NO. 17 TAHUN 1964 TENTANG LARANGAN PENARIKAN CEK KOSONG,https://peraturan.go.id/id/perppu-no-1-tahun-1971,NO_PDF,
perppu-no-2-tahun-1971,2,1971,TANDA KEHORMATAN BINTANG YUDHA DHARMA,https://peraturan.go.id/id/perppu-no-2-tahun-1971,NO_PDF,
perppu-no-1-tahun-1984,1,1984,PENANGGUHAN MULAI BERLAKUNYA UU PAJAK PERTAMBAHAN NILAI 1984,https://peraturan.go.id/id/perppu-no-1-tahun-1984,https://peraturan.go.id/files/ppu1-1984.pdf,data/pdfs/perppu/perppu-no-1-tahun-1984.pdf
perppu-no-1-tahun-1992,1,1992,PENANGGUHAN MULAI BERLAKUNYA UU 14-1992 TENTANG LALU LINTAS DAN ANGKUTAN JALAN,https://peraturan.go.id/id/perppu-no-1-tahun-1992,NO_PDF,
perppu-no-1-tahun-1997,1,1997,PENANGGUHAN MULAI BERLAKUNYA UU 21-1997 TENTANG BEA PEROLEHAN HAK ATAS TANAH DAN BANGUNAN,https://peraturan.go.id/id/perppu-no-1-tahun-1997,https://peraturan.go.id/files/perpu1-1997.pdf,data/pdfs/perppu/perppu-no-1-tahun-1997.pdf
perppu-no-1-tahun-1998,1,1998,PERUBAHAN UU KEPAILITAN,https://peraturan.go.id/id/perppu-no-1-tahun-1998,https://peraturan.go.id/files/perpu1-1998.pdf,data/pdfs/perppu/perppu-no-1-tahun-1998.pdf
perppu-no-2-tahun-1998,2,1998,KEMERDEKAAN MENYAMPAIKAN PENDAPAT DI MUKA UMUM,https://peraturan.go.id/id/perppu-no-2-tahun-1998,https://peraturan.go.id/files/perpu2-1998.pdf,data/pdfs/perppu/perppu-no-2-tahun-1998.pdf
perppu-no-3-tahun-1998,3,1998,PENCABUTAN PERPU 2-1998 TENTANG KEMERDEKAAN MENYAMPAIKAN PENDAPAT DI MUKA UMUM,https://peraturan.go.id/id/perppu-no-3-tahun-1998,https://peraturan.go.id/files/perpu3-1998.pdf,data/pdfs/perppu/perppu-no-3-tahun-1998.pdf
perppu-no-1-tahun-1999,1,1999,PENGADILAN HAK ASASI MANUSIA,https://peraturan.go.id/id/perppu-no-1-tahun-1999,https://peraturan.go.id/files/perppuu1999_001.pdf,data/pdfs/perppu/perppu-no-1-tahun-1999.pdf
perppu-no-1-tahun-2000,1,2000,KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS,https://peraturan.go.id/id/perppu-no-1-tahun-2000,https://peraturan.go.id/files/perpu1-2000.pdf,data/pdfs/perppu/perppu-no-1-tahun-2000.pdf
perppu-no-2-tahun-2000,2,2000,KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS SABANG,https://peraturan.go.id/id/perppu-no-2-tahun-2000,https://peraturan.go.id/files/perpu2-2000.pdf,data/pdfs/perppu/perppu-no-2-tahun-2000.pdf
perppu-no-3-tahun-2000,3,2000,PERUBAHAN UU 11-1998 TENTANG PERUBAHAN BERLAKUNYA UU 25-1997 TENTANG KETENAGAKERJAAN,https://peraturan.go.id/id/perppu-no-3-tahun-2000,https://peraturan.go.id/files/perpu3-2000.pdf,data/pdfs/perppu/perppu-no-3-tahun-2000.pdf
perppu-no-1-tahun-2002,1,2002,PEMBERANTASAN TINDAK PIDANA TERORISME,https://peraturan.go.id/id/perppu-no-1-tahun-2002,https://peraturan.go.id/files/perpu1-2002.pdf,data/pdfs/perppu/perppu-no-1-tahun-2002.pdf
perppu-no-2-tahun-2002,2,2002,PEMBERLAKUAN PERPU 1-2002 TENTANG PEMBERANTASAN TINDAK PIDANA TERORISME PADA PERISTIWA PELEDAKAN BOM DI BALI TANGGAL 12 OKTOBER 2002,https://peraturan.go.id/id/perppu-no-2-tahun-2002,https://peraturan.go.id/files/perpu2-2002.pdf,data/pdfs/perppu/perppu-no-2-tahun-2002.pdf
perppu-no-1-tahun-2004,1,2004,PERUBAHAN UU 41-1999 TENTANG KEHUTANAN,https://peraturan.go.id/id/perppu-no-1-tahun-2004,https://peraturan.go.id/files/perpu1-2004.pdf,data/pdfs/perppu/perppu-no-1-tahun-2004.pdf
perppu-no-2-tahun-2004,2,2004,"PERUBAHAN UU 12-2003 TENTANG PEMILIHAN UMUM ANGGOTA DEWAN PERWAKILAN RAKYAT, DEWAN PERWAKILAN DAERAH, DAN DEWAN PERWAKILAN RAKYAT DAERAH",https://peraturan.go.id/id/perppu-no-2-tahun-2004,https://peraturan.go.id/files/perpu2-2004.pdf,data/pdfs/perppu/perppu-no-2-tahun-2004.pdf
perppu-no-1-tahun-2005,1,2005,PENANGGUHAN MULAI BERLAKUNYA UU 2-2004 TENTANG PENYELESAIAN PERSELISIHAN HUBUNGAN INDUSTRIAL,https://peraturan.go.id/id/perppu-no-1-tahun-2005,https://peraturan.go.id/files/perpu1-2005.pdf,data/pdfs/perppu/perppu-no-1-tahun-2005.pdf
perppu-no-2-tahun-2005,2,2005,BADAN REHABILITASI DAN REKONSTRUKSI WILAYAH DAN KEHIDUPAN MASYARAKAT PROVINSI NANGGROE ACEH DARUSSALAM DAN KEPULAUAN NIAS PROVINSI SUMATERA UTARA,https://peraturan.go.id/id/perppu-no-2-tahun-2005,https://peraturan.go.id/files/perpu2-2005.pdf,data/pdfs/perppu/perppu-no-2-tahun-2005.pdf
perppu-no-3-tahun-2005,3,2005,PERUBAHAN UU 32-2004 TENTANG PEMERINTAHAN DAERAH,https://peraturan.go.id/id/perppu-no-3-tahun-2005,https://peraturan.go.id/files/perpu3-2005.pdf,data/pdfs/perppu/perppu-no-3-tahun-2005.pdf
perppu-no-1-tahun-2006,1,2006,"PERUBAHAN KEDUA UU 12-2003 TENTANG PEMILIHAN UMUM ANGGOTA DEWAN PERWAKILAN RAKYAT, DEWAN PERWAKILAN DAERAH, DAN DEWAN PERWAKILAN RAKYAT DAERAH",https://peraturan.go.id/id/perppu-no-1-tahun-2006,https://peraturan.go.id/files/perpu1-2006.pdf,data/pdfs/perppu/perppu-no-1-tahun-2006.pdf
perppu-no-2-tahun-2006,2,2006,PENANGGUHAN PELAKSANAAN TUGAS DAN FUNGSI PENGADILAN PERIKANAN SEBAGAIMANA DIMAKSUD DALAM PASAL 71 AYAT (5) UU 31-2004 TENTANG PERIKANAN,https://peraturan.go.id/id/perppu-no-2-tahun-2006,https://peraturan.go.id/files/perpu2-2006.pdf,data/pdfs/perppu/perppu-no-2-tahun-2006.pdf
perppu-no-1-tahun-2007,1,2007,PERUBAHAN UU 36-2000 TENTANG PENETAPAN PERPU 1-2000 TENTANG KAWASAN PERDAGANGAN BEBAS DAN PELABUHAN BEBAS MENJADI UU,https://peraturan.go.id/id/perppu-no-1-tahun-2007,https://peraturan.go.id/files/perpu1-2007.pdf,data/pdfs/perppu/perppu-no-1-tahun-2007.pdf
perppu-no-2-tahun-2007,2,2007,PENANGANAN PERMASALAHAN HUKUM DALAM RANGKA REHABILITASI DAN REKONSTRUKSI WILAYAH DAN KEHIDUPAN MASYARAKAT DI PROVINSI NAGROE ACEH DARUSSALAM DAN KEPULAUAN NIAS PROVINSI SUMATERA UTARA,https://peraturan.go.id/id/perppu-no-2-tahun-2007,https://peraturan.go.id/files/perpu2-2007.pdf,data/pdfs/perppu/perppu-no-2-tahun-2007.pdf
perppu-no-1-tahun-2008,1,2008,PERUBAHAN UU 21-2001 TENTANG OTONOMI KHUSUS BAGI PROVINSI PAPUA,https://peraturan.go.id/id/perppu-no-1-tahun-2008,https://peraturan.go.id/files/perpu1-2008.pdf,data/pdfs/perppu/perppu-no-1-tahun-2008.pdf
perppu-no-2-tahun-2008,2,2008,PERUBAHAN KEDUA UU 23-1999 TENTANG BANK INDONESIA,https://peraturan.go.id/id/perppu-no-2-tahun-2008,https://peraturan.go.id/files/perpu2-2008.pdf,data/pdfs/perppu/perppu-no-2-tahun-2008.pdf
perppu-no-3-tahun-2008,3,2008,PERUBAHAN UU 24-2004 TENTANG LEMBAGA PENJAMIN SIMPANAN,https://peraturan.go.id/id/perppu-no-3-tahun-2008,https://peraturan.go.id/files/perpu3-2008.pdf,data/pdfs/perppu/perppu-no-3-tahun-2008.pdf
perppu-no-4-tahun-2008,4,2008,JARING PENGAMAN SISTEM KEUANGAN,https://peraturan.go.id/id/perppu-no-4-tahun-2008,https://peraturan.go.id/files/perpu4-2008.pdf,data/pdfs/perppu/perppu-no-4-tahun-2008.pdf
perppu-no-5-tahun-2008,5,2008,PERUBAHAN KEEMPAT UU 6-1983 TENTANG KETENTUAN UMUM DAN TATA CARA PERPAJAKAN,https://peraturan.go.id/id/perppu-no-5-tahun-2008,https://peraturan.go.id/files/perpu5-2008.pdf,data/pdfs/perppu/perppu-no-5-tahun-2008.pdf
perppu-no-1-tahun-2009,1,2009,"Perubahan Atas Undang-Undang Nomor 10 Tahun 2008 tentang Pemilihan Umum Anggota Dewan Perwakilan Rakyat, Dewan Perwakilan Daerah, dan Dewan Perwakilan Rakyat Daerah",https://peraturan.go.id/id/perppu-no-1-tahun-2009,https://peraturan.go.id/files/perpu1-2009bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2009.pdf
perppu-no-2-tahun-2009,2,2009,Perubahan Atas Undang-Undang Nomor 13 Tahun 2008 tentang Penyelenggaraan Ibadah Haji,https://peraturan.go.id/id/perppu-no-2-tahun-2009,https://peraturan.go.id/files/perpu2-2009bt.pdf,data/pdfs/perppu/perppu-no-2-tahun-2009.pdf
perppu-no-3-tahun-2009,3,2009,Perubahan Atas Undang-Undang Nomor 9 Tahun 1992 tentang Keimigrasian,https://peraturan.go.id/id/perppu-no-3-tahun-2009,https://peraturan.go.id/files/perpu3-2009bt.pdf,data/pdfs/perppu/perppu-no-3-tahun-2009.pdf
perppu-no-1-tahun-2013,1,2013,PERATURAN PEMERINTAH PENGGANTI UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 1 TAHUN 2013 TENTANG PERUBAHAN KEDUA ATAS UNDANG-UNDANG NOMOR 24 TAHUN 2003 TENTANG MAHKAMAH KONSTITUSI,https://peraturan.go.id/id/perppu-no-1-tahun-2013,https://peraturan.go.id/files/perpu1-2013bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2013.pdf
perppu-no-1-tahun-2014,1,2014,"PEMILIHAN GUBERNUR, BUPATI DAN WALIKOTA",https://peraturan.go.id/id/perppu-no-1-tahun-2014,https://peraturan.go.id/files/perpu1-2014pjl.pdf,data/pdfs/perppu/perppu-no-1-tahun-2014.pdf
perppu-no-2-tahun-2014,2,2014,PERUBAHAN ATAS UNDANG-UNDANG NOMOR 23 TAHUN 2014 TENTANG PEMERINTAHAN DAERAH,https://peraturan.go.id/id/perppu-no-2-tahun-2014,https://peraturan.go.id/files/perpu2-2014pjl.pdf,data/pdfs/perppu/perppu-no-2-tahun-2014.pdf
perppu-no-1-tahun-2015,1,2015,PERUBAHAN ATAS UNDANG-UNDANG NOMOR 30 TAHUN 2002 TENTANG KOMISI PEMBERANTASAN TINDAK PIDANA KORUPSI,https://peraturan.go.id/id/perppu-no-1-tahun-2015,https://peraturan.go.id/files/perpu1-2015bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2015.pdf
perppu-no-1-tahun-2016,1,2016,PERUBAHAN KEDUA ATAS UNDANGUNDANG NOMOR 23 TAHUN 2002 TENTANG PERLINDUNGAN ANAK,https://peraturan.go.id/id/perppu-no-1-tahun-2016,https://peraturan.go.id/files/perpu1-2016bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2016.pdf
perppu-no-1-tahun-2017,1,2017,Akses Informasi Keuangan Untuk Kepentingan Perpajakan,https://peraturan.go.id/id/perppu-no-1-tahun-2017,https://peraturan.go.id/files/perpu1-2017bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2017.pdf
perppu-no-2-tahun-2017,2,2017,Perubahan Atas Undang-Undang Nomor 17 Tahun 2013 tentang Organisasi Kemasyarakatan,https://peraturan.go.id/id/perppu-no-2-tahun-2017,https://peraturan.go.id/files/perpu2-2017bt.pdf,data/pdfs/perppu/perppu-no-2-tahun-2017.pdf
perppu-no-1-tahun-2020,1,2020,KEBIJAKAN KEUANGAN NEGARA DAN STABILITAS SISTEM KEUANGAN UNTUK PENANGANAN PANDEMI CORONA VIRUS DISEASE 2019 (COVID-19) DAN/ATAU DALAM RANGKA MENGHADAPI ANCAMAN YANG MEMBAHAYAKAN PEREKONOMIAN NASIONAL DAN/ATAU STABILITAS SISTEM KEUANGAN,https://peraturan.go.id/id/perppu-no-1-tahun-2020,https://peraturan.go.id/files/Perpu1-2020bt.pdf,data/pdfs/perppu/perppu-no-1-tahun-2020.pdf
perppu-no-2-tahun-2020,2,2020,"PERUBAHAN KETIGA ATAS UNDANG-UNDANG NOMOR 1 TAHUN 2015 TENTANG PENETAPAN PERATURAN PEMERINTAH PENGGANTI UNDANG-UNDANG NOMOR 1 TAHUN 2014 TENTANG PEMILIHAN GUBERNUR, BUPATI, DAN WALIKOTA MENJADI UNDANG-UNDANG",https://peraturan.go.id/id/perppu-no-2-tahun-2020,https://peraturan.go.id/files/perpu2-2020bt.pdf,data/pdfs/perppu/perppu-no-2-tahun-2020.pdf
perppu-no-1-tahun-2022,1,2022,PERUBAHAN ATAS UNDANG-UNDANG NOMOR 7 TAHUN 2017 TENTANGPEMILIHAN UMUM,https://peraturan.go.id/id/perppu-no-1-tahun-2022,https://peraturan.go.id/files/Salinan+Perpu+Nomor+1+tahun+2022.pdf,data/pdfs/perppu/perppu-no-1-tahun-2022.pdf
perppu-no-2-tahun-2022,2,2022,CIPTA KERJA,https://peraturan.go.id/id/perppu-no-2-tahun-2022,https://peraturan.go.id/files/perppu-no-2-tahun-2022.pdf,data/pdfs/perppu/perppu-no-2-tahun-2022.pdf
perppu-no-148-tahun-2024,148,2024,KEMENTERIAN SEKRETARIAT NEGARA,https://peraturan.go.id/id/perppu-no-148-tahun-2024,https://peraturan.go.id/files/perppu-no-148-tahun-2024.pdf,data/pdfs/perppu/perppu-no-148-tahun-2024.pdf
